"","case_order","uid","state","county","zip","lat","lng","area","time_zone","children","age","income","marital","gender","churn","outage_sec_perweek","email","contacts","yearly_equip_failure","techie","contract","port_modem","tablet","internet_service","phone","multiple","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","paperless_billing","payment_method","tenure","monthly_charge","bandwidth_gb_year","item1","item2","item3","item4","item5","item6","item7","item8"
"8016",8942,"Other","FL","Other",32421,30.52989,-85.18206,"Urban","America/Chicago",1,30,76930.11,"Separated","Female","No",13.04428,11,0,0,"No","Two Year","No","No","DSL","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Bank Transfer(automatic)",69.44504,174.9699,6538.750068,5,5,5,3,3,4,5,4
"8017",8943,"Other","KY","Other",40150,37.86868,-85.7225,"Suburban","America/New_York",3,83,21299.93,"Divorced","Male","No",11.71373,17,1,0,"Yes","Two Year","No","No","Fiber Optic","Yes","No","No","Yes","Yes","Yes","No","No","No","Electronic Check",53.25801,159.983,4609.33258,4,4,6,5,2,6,6,5
"8018",8944,"Other","IL","Other",61880,39.97357,-88.2458,"Suburban","America/Chicago",2,69,49613,"Separated","Male","No",7.862148,11,0,1,"No","Month-to-month","Yes","No","DSL","No","No","No","Yes","No","Yes","No","Yes","Yes","Electronic Check",63.43387,162.447,5946.265703,4,4,3,4,4,4,3,3
"8019",8945,"Other","NY","Other",12065,42.85316,-73.78651,"Urban","America/New_York",4,32,68056.48,"Separated","Male","No",13.57908,15,0,0,"Yes","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","Yes","Yes","No","No","No","No","Bank Transfer(automatic)",53.48684,179.9794,4893.706015,3,3,4,4,2,4,4,3
"8020",8946,"Other","PA","Other",19363,39.78697,-75.97447,"Urban","America/New_York",0,31,117418.8,"Divorced","Female","No",7.16386,12,0,0,"No","Two Year","No","No","None","Yes","Yes","Yes","No","Yes","No","No","No","No","Electronic Check",59.63916,127.525,5176.880863,4,4,4,5,2,4,5,3
"8021",8947,"Other","VA","Other",20175,39.05928,-77.60071,"Urban","America/New_York",3,48,2353.79,"Never Married","Female","No",7.814343,10,0,0,"Yes","Two Year","No","Yes","None","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Electronic Check",59.12149,210.138,5494.3717,4,4,3,4,3,2,4,4
"8022",8950,"Other","NE","Other",68956,40.63459,-98.69255,"Urban","America/Chicago",4,27,60053.46,"Separated","Male","No",6.620739,7,0,0,"No","Two Year","Yes","No","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Mailed Check",61.12237,267.6647,5943.318759,5,3,4,3,4,4,4,5
"8023",8951,"Other","UT","Other",84001,40.3514,-110.2754,"Suburban","America/Denver",2,62,51231.14,"Separated","Female","No",11.73621,6,1,0,"No","Month-to-month","No","No","None","Yes","No","Yes","No","No","Yes","Yes","No","No","Electronic Check",61.17556,119.9897,5305.741074,5,4,5,4,3,5,5,3
"8024",8952,"Other","IL","Other",60074,42.13148,-88.02657,"Rural","America/Chicago",1,69,10155.82,"Separated","Female","No",6.419792,12,1,1,"No","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","No","No","No","No","No","No","Yes","Bank Transfer(automatic)",65.38222,144.9607,5393.30138,2,2,2,3,3,2,3,3
"8025",8953,"Other","WV","Marion",26585,39.61491,-80.42931,"Suburban","America/New_York",0,34,41081.57,"Separated","Female","Yes",9.776467,15,1,0,"Yes","Month-to-month","Yes","No","DSL","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Electronic Check",67.93803,245.147,6646.927545,4,2,3,3,4,3,2,2
"8026",8954,"Other","MI","Other",49332,43.62438,-85.24589,"Urban","America/Detroit",8,87,30081.47,"Never Married","Male","No",11.67478,7,1,0,"No","One year","Yes","No","None","Yes","No","No","No","No","No","No","Yes","Yes","Mailed Check",46.41634,114.9658,4165.771029,3,3,5,3,4,3,3,2
"8027",8955,"Other","PA","Other",15558,39.75015,-79.11157,"Rural","America/New_York",2,24,30174.37,"Divorced","Male","No",13.25453,14,1,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","Yes","Yes","No","No","No","No","Electronic Check",69.30616,147.4738,6082.615608,4,4,3,5,3,4,3,4
"8028",8957,"Other","NC","Other",28310,35.14157,-79.02177,"Rural","America/New_York",1,67,81716.87,"Widowed","Nonbinary","Yes",9.837735,15,1,1,"Yes","Month-to-month","No","No","None","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Mailed Check",61.17571,220.1615,5558.549267,3,2,3,2,5,4,3,2
"8029",8958,"Other","NC","Other",28369,34.42096,-79.03027,"Urban","America/New_York",3,29,12717.4,"Married","Male","No",7.97879,11,1,2,"No","One year","No","No","DSL","Yes","Yes","No","No","No","No","No","Yes","Yes","Credit Card (automatic)",51.77932,159.9476,5126.884955,3,3,1,3,5,3,1,3
"8030",8959,"Other","PA","Other",17888,40.81034,-76.37711,"Urban","America/New_York",2,18,12269.77,"Widowed","Female","Yes",6.464118,13,2,2,"No","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Electronic Check",56.18852,255.1555,5455.610895,3,3,2,4,6,2,3,4
"8031",8960,"Other","IL","Other",62323,39.8124,-90.68541,"Rural","America/Chicago",2,46,25861.04,"Separated","Male","No",9.937,14,1,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","No","Yes","No","No","No","Yes","Mailed Check",69.72684,124.9781,5950.964541,5,4,3,5,3,4,4,4
"8032",8961,"Other","MT","Other",59803,46.79395,-113.9629,"Suburban","America/Denver",3,59,84770.13,"Divorced","Female","No",9.69156,9,2,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","No","No","Bank Transfer(automatic)",70.69188,172.4624,6193.73618,4,3,3,3,3,3,4,5
"8033",8962,"Other","MI","Other",48001,42.63776,-82.57958,"Suburban","America/Detroit",0,88,55089.98,"Divorced","Male","No",5.172359,14,0,0,"Yes","One year","Yes","Yes","Fiber Optic","Yes","No","No","No","Yes","Yes","No","No","Yes","Mailed Check",62.21879,137.4872,5140.822313,4,3,4,4,3,5,4,4
"8034",8963,"Other","OK","Other",74567,34.42481,-95.39556,"Suburban","America/Chicago",4,89,47598.12,"Divorced","Female","Yes",11.24961,14,2,0,"No","Month-to-month","No","No","None","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Electronic Check",58.82987,257.6841,5599.136827,3,4,3,4,2,4,4,4
"8035",8964,"Other","CA","Other",92585,33.7467,-117.1721,"Urban","America/Los_Angeles",1,68,29048.41,"Separated","Male","No",4.429676,11,0,1,"No","Two Year","No","No","Fiber Optic","Yes","No","No","No","No","Yes","No","Yes","Yes","Electronic Check",53.13455,159.9512,4567.371412,5,4,5,4,3,2,5,4
"8036",8965,"Other","CA","Other",94085,37.38854,-122.0178,"Suburban","America/Los_Angeles",0,36,34090.55,"Widowed","Female","No",9.479182,13,1,0,"Yes","Two Year","Yes","No","Fiber Optic","Yes","Yes","No","No","No","Yes","Yes","No","Yes","Electronic Check",56.05193,182.4538,4906.344686,3,3,4,3,4,2,4,2
"8037",8966,"Other","IL","Other",62459,38.93002,-88.02779,"Suburban","America/Chicago",0,18,54102.22,"Widowed","Nonbinary","No",6.897465,8,2,0,"No","Two Year","No","No","DSL","Yes","No","No","No","No","Yes","No","No","Yes","Electronic Check",71.13774,104.9643,6343.360731,4,5,3,4,4,5,4,5
"8038",8967,"Other","IL","Other",62201,38.64273,-90.13868,"Rural","America/Chicago",2,30,49645.28,"Never Married","Female","No",7.969166,7,1,1,"No","Month-to-month","Yes","No","None","Yes","No","No","Yes","Yes","No","No","No","Yes","Electronic Check",57.71425,114.9976,5030.841405,5,5,4,3,2,5,2,3
"8039",8968,"Other","TX","Other",78871,29.99927,-101.6494,"Rural","America/Chicago",0,23,24588.75,"Widowed","Female","No",9.042231,13,1,0,"No","One year","Yes","Yes","Fiber Optic","Yes","No","Yes","No","No","Yes","Yes","No","Yes","Mailed Check",69.58993,152.466,6061.493639,4,4,4,3,3,5,3,2
"8040",8970,"Other","OH","Other",44670,40.76271,-81.18858,"Rural","America/New_York",2,29,57981.64,"Separated","Male","No",7.784294,17,0,0,"No","One year","No","No","None","Yes","No","Yes","Yes","No","No","Yes","Yes","No","Bank Transfer(automatic)",50.3804,200.1465,4927.588244,2,1,3,2,5,2,2,3
"8041",8971,"Other","FL","Other",32327,30.18668,-84.30565,"Rural","America/New_York",1,83,14545.96,"Married","Male","No",8.644559,7,1,0,"No","Month-to-month","Yes","No","None","Yes","Yes","Yes","No","No","No","No","No","Yes","Credit Card (automatic)",43.52477,115.0021,3713.937564,4,3,4,3,3,3,3,3
"8042",8972,"Other","NE","Other",68328,40.47743,-96.83764,"Suburban","America/Chicago",0,44,49320.63,"Married","Male","No",6.840473,12,0,0,"No","Two Year","Yes","Yes","DSL","Yes","No","Yes","No","No","No","No","Yes","Yes","Bank Transfer(automatic)",55.68048,129.9598,5308.256406,5,4,5,4,5,5,3,4
"8043",8973,"Other","NJ","Other",8106,39.89124,-75.07404,"Urban","America/New_York",0,77,15843.72,"Separated","Male","No",8.773524,9,1,0,"Yes","Month-to-month","Yes","Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","No","Yes","Electronic Check",63.22009,147.4783,5316.617176,2,3,4,2,4,3,4,4
"8044",8974,"Other","AL","Other",36922,32.30379,-88.14721,"Urban","America/Chicago",3,31,48781.9,"Married","Female","No",8.01476,10,2,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Credit Card (automatic)",65.33904,275.1336,6212.33447,3,3,2,4,3,4,4,4
"8045",8975,"Other","Other","Other",89705,39.11057,-119.8623,"Suburban","America/Los_Angeles",1,52,36472.39,"Married","Male","No",8.702949,11,0,1,"No","One year","Yes","No","None","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Electronic Check",60.91995,220.1615,5672.886971,5,5,4,3,4,4,2,4
"8046",8976,"Other","IL","Other",62649,39.36532,-90.06746,"Suburban","America/Chicago",1,36,15551.28,"Widowed","Male","No",6.838102,16,1,0,"Yes","Two Year","No","Yes","Fiber Optic","Yes","No","No","Yes","No","Yes","Yes","No","Yes","Electronic Check",56.71742,172.4441,5060.75166,6,5,4,4,2,5,4,5
"8047",8977,"Other","IL","Franklin",62856,37.95748,-88.8362,"Urban","America/Chicago",1,63,34580.07,"Married","Female","No",14.8692,9,1,0,"Yes","Month-to-month","No","No","DSL","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Mailed Check",65.50686,232.624,6298.280809,3,3,3,3,2,2,4,3
"8048",8978,"Other","NY","Other",14028,43.3161,-78.71781,"Urban","America/New_York",3,30,17259.33,"Widowed","Male","No",11.84765,11,0,0,"No","Month-to-month","No","No","None","Yes","No","No","No","Yes","No","Yes","No","Yes","Credit Card (automatic)",46.15653,117.4858,4263.488866,4,4,5,5,2,5,3,4
"8049",8979,"Other","OK","Other",74730,33.90485,-96.43335,"Urban","America/Chicago",3,66,23005.6,"Widowed","Male","No",12.13544,13,0,1,"No","Month-to-month","Yes","No","DSL","Yes","No","No","Yes","No","Yes","No","Yes","Yes","Credit Card (automatic)",64.2738,162.447,6055.708509,3,2,3,3,4,3,4,4
"8050",8980,"Other","AR","Montgomery",71965,34.66556,-93.74265,"Urban","America/Chicago",0,24,43301.18,"Married","Male","No",11.05814,9,1,0,"No","Two Year","No","No","DSL","Yes","No","No","No","Yes","No","Yes","No","Yes","Electronic Check",65.44503,129.9621,6184.758563,3,2,2,1,5,3,2,3
"8051",8982,"Other","KS","Other",66840,38.06791,-96.87031,"Suburban","America/Chicago",5,69,46923.98,"Divorced","Female","No",10.66439,15,3,1,"No","One year","Yes","No","Fiber Optic","Yes","Yes","No","No","No","No","No","Yes","No","Credit Card (automatic)",70.26887,179.9476,6076.522348,3,3,4,2,4,3,3,3
"8052",8983,"Other","WA","Other",98858,47.64654,-119.9089,"Rural","America/Los_Angeles",3,59,11981.42,"Never Married","Female","No",9.015171,13,2,0,"No","Month-to-month","Yes","No","None","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Electronic Check",51.88253,152.4907,4688.843781,3,4,5,3,4,3,3,3
"8053",8984,"Other","IN","Other",46164,39.32195,-86.115,"Urban","America/Indiana/Indianapolis",1,83,94513.15,"Widowed","Female","No",8.661484,12,0,2,"No","One year","No","No","DSL","Yes","Yes","No","No","No","No","No","Yes","Yes","Bank Transfer(automatic)",50.55291,159.9476,4705.493469,4,4,3,3,4,4,3,5
"8054",8985,"Other","IN","Other",47585,38.27092,-87.14807,"Urban","Other",1,82,40248.27,"Never Married","Female","No",10.30981,15,0,1,"Yes","Two Year","Yes","Yes","Fiber Optic","Yes","No","No","Yes","No","Yes","No","No","Yes","Electronic Check",69.98687,147.4601,5754.337346,2,2,2,2,6,2,2,2
"8055",8986,"Other","VA","Other",23315,36.73872,-76.84279,"Rural","America/New_York",2,37,19268.4,"Married","Female","No",9.058919,9,2,0,"No","One year","No","Yes","DSL","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Electronic Check",59.47664,190.127,5919.136057,3,3,4,3,4,4,3,4
"8056",8987,"Other","ME","Other",4039,43.88747,-70.34218,"Urban","America/New_York",3,64,38488.68,"Widowed","Male","No",12.47355,14,0,1,"No","Two Year","Yes","No","Fiber Optic","Yes","Yes","No","No","No","No","No","Yes","Yes","Credit Card (automatic)",58.72004,179.9476,5167.346084,2,2,2,3,3,3,3,3
"8057",8988,"Other","PA","Fayette",15451,39.73866,-79.83804,"Rural","America/New_York",4,28,12785.8,"Never Married","Female","No",8.489319,10,0,0,"No","Two Year","No","No","Fiber Optic","Yes","No","Yes","No","No","No","Yes","No","Yes","Credit Card (automatic)",65.03219,139.9568,5790.464895,2,2,2,2,4,2,4,3
"8058",8990,"Other","KY","Other",42324,37.13534,-87.00093,"Urban","America/Chicago",3,43,86197.3,"Divorced","Female","No",8.801901,8,1,0,"No","Two Year","No","No","DSL","Yes","No","Yes","No","No","No","Yes","Yes","No","Credit Card (automatic)",60.51339,190.127,6015.198197,4,3,3,4,3,3,4,3
"8059",8991,"Other","IA","Other",51579,41.7467,-95.70341,"Urban","America/Chicago",4,29,38670.96,"Married","Female","No",8.293108,17,0,0,"No","Month-to-month","Yes","No","Fiber Optic","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Electronic Check",67.01837,184.967,6058.185844,4,3,4,1,5,2,4,3
"8060",8993,"Other","NY","Other",13104,42.96313,-75.9557,"Suburban","America/New_York",0,46,10040.11,"Widowed","Female","No",11.87571,8,1,1,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Mailed Check",54.28874,204.9634,4903.899257,5,5,5,4,3,5,5,2
"8061",8994,"Other","PA","Other",15953,40.20919,-78.88824,"Rural","America/New_York",0,89,28248.49,"Married","Male","No",12.71852,7,1,1,"No","Month-to-month","Yes","No","None","Yes","Yes","No","No","Yes","No","No","No","Yes","Credit Card (automatic)",71.12545,125.0073,5934.963982,3,3,5,4,5,3,2,4
"8062",8995,"Other","NC","Other",27053,36.47279,-80.34823,"Rural","America/New_York",1,76,78242.15,"Married","Male","No",13.85124,12,0,0,"No","Two Year","Yes","Yes","DSL","Yes","Yes","No","No","Yes","No","Yes","No","No","Bank Transfer(automatic)",36.95505,162.4676,3782.597839,5,4,5,5,1,4,4,6
"8063",8996,"Other","CA","Other",96068,41.11529,-121.2087,"Rural","America/Los_Angeles",5,82,33144.92,"Widowed","Male","No",11.41366,14,2,0,"Yes","Two Year","Yes","No","Fiber Optic","Yes","No","No","No","Yes","No","Yes","Yes","No","Bank Transfer(automatic)",54.30563,220.1323,5083.752685,5,4,4,3,6,4,3,1
"8064",8997,"Other","CA","Other",93067,34.42182,-119.5931,"Rural","America/Los_Angeles",4,74,13596.02,"Married","Female","No",15.30646,10,1,0,"No","Two Year","Yes","No","DSL","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Bank Transfer(automatic)",48.85809,184.9797,4777.954889,2,1,3,3,6,2,2,3
"8065",8999,"Other","AL","Madison",35741,34.72143,-86.48335,"Rural","America/Chicago",0,38,9800.21,"Divorced","Female","No",8.262437,11,1,0,"No","One year","Yes","Yes","DSL","Yes","Yes","No","No","No","Yes","No","No","Yes","Mailed Check",71.65648,137.4698,6396.071626,2,2,3,5,3,3,4,1
"8066",9000,"Other","PA","Other",18942,40.47018,-75.1593,"Suburban","America/New_York",1,69,50817.75,"Widowed","Female","No",11.02449,10,1,1,"No","One year","No","No","None","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Credit Card (automatic)",64.61898,129.9763,5623.819353,4,3,4,4,5,3,2,2
"8067",9001,"Other","CA","Other",93239,35.97542,-119.946,"Suburban","America/Los_Angeles",1,76,27917.73,"Divorced","Female","No",10.5117,7,1,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","No","Yes","No","No","No","Yes","Mailed Check",69.35043,157.4836,5780.643396,4,4,3,4,2,5,4,6
"8068",9002,"Other","WA","Other",99321,46.87464,-119.8928,"Rural","America/Los_Angeles",1,71,31172.22,"Divorced","Female","No",11.31757,12,1,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Credit Card (automatic)",69.91998,242.6326,6291.039364,4,5,5,5,1,4,4,6
"8069",9004,"Other","CA","Other",93424,35.18999,-120.7322,"Suburban","America/Los_Angeles",4,66,107207.5,"Married","Male","No",12.18807,13,1,0,"No","Month-to-month","Yes","No","None","No","No","No","No","Yes","No","Yes","Yes","Yes","Credit Card (automatic)",59.6293,187.656,5541.635777,2,3,3,3,4,5,3,4
"8070",9005,"Other","LA","Other",70631,29.86632,-93.55142,"Suburban","America/Chicago",1,82,16776.51,"Never Married","Male","No",10.40646,12,0,0,"No","Month-to-month","No","Yes","None","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Electronic Check",70.86194,187.6422,6236.37892,4,4,4,2,4,3,2,5
"8071",9006,"Other","TX","Other",78238,29.47142,-98.61823,"Suburban","America/Chicago",0,43,25113.66,"Widowed","Female","No",13.76494,13,0,0,"No","Month-to-month","No","Yes","DSL","Yes","No","No","Yes","Yes","No","No","No","Yes","Bank Transfer(automatic)",67.11209,127.4738,6110.183,5,5,4,2,5,4,4,3
"8072",9007,"Other","WV","Jefferson",25442,39.37021,-77.8326,"Urban","America/New_York",4,45,17231.33,"Divorced","Male","No",8.967487,11,2,1,"No","Two Year","Yes","No","Fiber Optic","Yes","Yes","No","Yes","No","No","Yes","No","No","Electronic Check",58.23259,192.4404,5315.375131,5,4,4,4,4,5,4,4
"8073",9008,"Other","TN","Hamilton",37373,35.39799,-85.10277,"Urban","America/New_York",0,74,68152.47,"Married","Female","No",10.4889,14,1,0,"No","Month-to-month","No","No","None","Yes","No","No","No","Yes","No","Yes","Yes","No","Mailed Check",52.76138,187.656,4782.472018,3,3,3,3,4,4,4,3
"8074",9009,"Other","GA","Other",31019,32.4264,-83.04996,"Urban","America/New_York",6,41,38482.34,"Divorced","Male","No",4.315261,13,0,1,"No","Month-to-month","Yes","No","DSL","Yes","No","No","No","Yes","Yes","No","No","Yes","Bank Transfer(automatic)",68.86595,117.4872,6437.775218,5,5,6,2,5,4,3,4
"8075",9010,"Other","CA","Other",95528,40.49923,-123.9281,"Suburban","America/Los_Angeles",0,21,41556.64,"Married","Male","No",9.351682,10,1,0,"Yes","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","Yes","No","No","No","No","Yes","Mailed Check",68.99606,167.4564,5992.278257,2,2,3,3,2,4,4,3
"8076",9012,"Other","TX","Other",76228,33.62099,-98.06028,"Urban","America/Chicago",7,27,20750.19,"Divorced","Male","No",8.547312,15,1,1,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Electronic Check",46.23456,220.1185,4583.497674,5,4,4,3,3,2,3,4
"8077",9013,"Other","IN","Madison",46036,40.29519,-85.83109,"Suburban","America/Indiana/Indianapolis",0,60,84440.47,"Separated","Female","No",10.79467,13,2,0,"No","Month-to-month","No","No","DSL","Yes","No","Yes","Yes","No","Yes","Yes","No","No","Electronic Check",57.44563,154.9618,5452.591282,3,5,4,5,3,5,5,3
"8078",9014,"Other","TX","Other",78413,27.68352,-97.40538,"Suburban","America/Chicago",1,53,16316.98,"Never Married","Female","Yes",11.15522,10,1,0,"No","Month-to-month","No","No","DSL","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Credit Card (automatic)",68.7816,255.1198,6693.382735,4,3,3,1,4,4,3,3
"8079",9015,"Other","NM","Other",87827,34.40185,-108.1029,"Rural","America/Denver",1,55,6528.84,"Married","Male","No",7.501988,10,0,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","Yes","No","No","Yes","No","Yes","Bank Transfer(automatic)",57.04882,159.9349,5021.288642,3,2,2,5,4,4,4,3
"8080",9016,"Other","NC","Other",28657,36.03015,-81.94099,"Rural","America/New_York",1,51,59570.42,"Married","Female","No",10.09755,10,0,0,"No","Two Year","No","No","Fiber Optic","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Bank Transfer(automatic)",64.1745,275.1336,5989.772755,3,4,4,1,6,3,2,3
"8081",9018,"Other","OH","Other",45651,39.2787,-82.4888,"Urban","America/New_York",2,53,36126.72,"Widowed","Female","No",12.73968,18,1,0,"No","Month-to-month","Yes","No","None","Yes","Yes","Yes","No","No","No","No","No","Yes","Mailed Check",67.84553,115.0021,5753.585929,4,5,4,5,4,4,2,4
"8082",9019,"Other","VA","Other",23523,36.83255,-76.272,"Urban","America/New_York",0,51,95509.68,"Married","Female","No",6.652008,12,1,0,"No","Month-to-month","No","No","DSL","Yes","No","No","No","No","No","Yes","No","Yes","Electronic Check",64.49231,117.4392,5885.972229,4,4,4,5,2,4,3,4
"8083",9020,"Other","MT","Other",59339,47.26371,-105.1859,"Rural","America/Denver",4,37,67068.72,"Never Married","Female","No",11.52123,18,1,0,"No","One year","Yes","No","None","No","No","No","No","No","Yes","No","Yes","Yes","Bank Transfer(automatic)",62.70815,127.475,5463.517233,5,4,3,4,5,2,2,4
